trip_id,user_id,pickup_point,dropoff_point,vehicle_type,distance_km,duration_min,fare_inr,payment_method,trip_date,user_rating
BLRTRIP100472,USER6590,Whitefield,Rajajinagar,Mini,21.53,92.6,273.51,UPI,2024-03-18,4.0
BLRTRIP100473,USER4174,Yelahanka,BTM Layout,Sedan,20.53,55.7,313.33,UPI,2024-01-05,5.0
BLRTRIP100474,USER7131,Marathahalli,BTM Layout,Auto,10.58,35.8,121.27,Wallet,2024-01-08,4.0
BLRTRIP100475,USER7426,Banashankari,Vijayanagar,SUV,7.94,26.6,203.7,Cash,2024-01-03,5.0
BLRTRIP100476,USER6645,Marathahalli,Rajajinagar,Mini,16.11,51.5,221.21,Cash,2024-01-05,
BLRTRIP100477,USER9940,Hebbal,Malleshwaram,Mini,4.31,16.0,91.52,Card,2024-03-16,3.0
BLRTRIP100478,USER6818,Yelahanka,Electronic City,SUV,30.5,105.3,566.52,Cash,2024-02-15,3.0
BLRTRIP100479,USER6018,Vijayanagar,Banashankari,Mini,7.94,33.0,127.21,Wallet,2024-01-02,3.0
BLRTRIP100480,USER3038,Rajajinagar,Jayanagar,Sedan,8.65,27.7,164.69,Cash,2024-03-19,4.0
BLRTRIP100481,USER2151,Rajajinagar,Kengeri,Mini,11.12,29.2,170.01,Cash,2024-03-07,5.0
BLRTRIP100482,USER9123,Basavanagudi,MG Road,SUV,4.93,21.0,146.73,Wallet,2024-03-14,
BLRTRIP100483,USER6665,Hennur,Indiranagar,Mini,7.17,20.5,114.47,Card,2024-02-20,3.0
BLRTRIP100484,USER7172,Rajajinagar,Vijayanagar,SUV,2.49,9.9,108.07,UPI,2024-02-29,
BLRTRIP100485,USER7496,Banashankari,Yelahanka,SUV,20.37,81.3,394.63,Wallet,2024-01-05,4.0
BLRTRIP100486,USER8343,Indiranagar,Rajajinagar,SUV,9.82,29.4,222.73,Wallet,2024-04-01,4.0
BLRTRIP100487,USER1891,Jayanagar,Indiranagar,SUV,7.27,18.8,196.23,Cash,2024-03-14,3.0
BLRTRIP100488,USER4353,Rajajinagar,Electronic City,Sedan,21.81,57.5,328.84,Card,2024-04-28,4.0
BLRTRIP100489,USER6421,Kengeri,Jayanagar,Sedan,11.56,51.8,199.81,UPI,2024-02-16,3.0
BLRTRIP100490,USER4393,Jayanagar,Electronic City,Auto,13.28,54.4,147.11,Card,2024-03-23,3.0
BLRTRIP100491,USER4499,Marathahalli,Ulsoor,SUV,8.92,35.7,216.75,Wallet,2024-02-15,3.0
BLRTRIP100492,USER3342,Basavanagudi,Vijayanagar,Mini,5.97,23.9,102.45,UPI,2024-04-30,5.0
BLRTRIP100493,USER5662,Jayanagar,Yelahanka,Mini,19.54,53.3,259.31,Wallet,2024-04-06,3.0
BLRTRIP100494,USER5334,MG Road,Rajajinagar,Sedan,5.97,23.2,131.33,Card,2024-04-10,
BLRTRIP100495,USER7203,Electronic City,Indiranagar,Sedan,15.37,68.5,255.58,Cash,2024-04-04,3.0
BLRTRIP100496,USER6851,Hennur,MG Road,Mini,7.89,25.9,132.77,Cash,2024-01-15,4.0
BLRTRIP100497,USER8903,Vijayanagar,Banashankari,Auto,7.94,29.0,105.57,UPI,2024-01-18,3.0
BLRTRIP100498,USER6893,Koramangala,Hebbal,Auto,11.75,29.6,136.88,Card,2024-04-02,5.0
BLRTRIP100499,USER8706,Hennur,Kengeri,Auto,21.56,77.0,221.51,Card,2024-04-17,
